"","pollster","date","start","end","respondents","party","percent","votes","state"
"1572","forsa",2014-02-04,2014-02-04,2014-02-04,1006,"pirates",4,40.24,"berlin"
"1573","forsa",2014-02-04,2014-02-04,2014-02-04,1006,"afd",4,40.24,"berlin"
"1574","forsa",2014-02-04,2014-02-04,2014-02-04,1006,"others",8,80.48,"berlin"
"1575","forsa",2014-01-02,2014-01-02,2014-01-02,1003,"cdu",27,270.81,"berlin"
"1576","forsa",2014-01-02,2014-01-02,2014-01-02,1003,"spd",26,260.78,"berlin"
"1577","forsa",2014-01-02,2014-01-02,2014-01-02,1003,"greens",17,170.51,"berlin"
"1578","forsa",2014-01-02,2014-01-02,2014-01-02,1003,"left",15,150.45,"berlin"
"1579","forsa",2014-01-02,2014-01-02,2014-01-02,1003,"pirates",5,50.15,"berlin"
"1580","forsa",2014-01-02,2014-01-02,2014-01-02,1003,"afd",4,40.12,"berlin"
"1581","forsa",2014-01-02,2014-01-02,2014-01-02,1003,"others",6,60.18,"berlin"
"1582","infratestdimap",2013-12-11,2013-12-11,2013-12-11,1000,"cdu",29,290,"berlin"
"1583","infratestdimap",2013-12-11,2013-12-11,2013-12-11,1000,"spd",26,260,"berlin"
"1584","infratestdimap",2013-12-11,2013-12-11,2013-12-11,1000,"greens",16,160,"berlin"
"1585","infratestdimap",2013-12-11,2013-12-11,2013-12-11,1000,"left",17,170,"berlin"
"1586","infratestdimap",2013-12-11,2013-12-11,2013-12-11,1000,"pirates",3,30,"berlin"
"1587","infratestdimap",2013-12-11,2013-12-11,2013-12-11,1000,"afd",4,40,"berlin"
"1588","infratestdimap",2013-12-11,2013-12-11,2013-12-11,1000,"others",5,50,"berlin"
"1589","forsa",2013-12-05,2013-12-05,2013-12-05,1001,"cdu",28,280.28,"berlin"
"1590","forsa",2013-12-05,2013-12-05,2013-12-05,1001,"spd",26,260.26,"berlin"
"1591","forsa",2013-12-05,2013-12-05,2013-12-05,1001,"greens",17,170.17,"berlin"
"1592","forsa",2013-12-05,2013-12-05,2013-12-05,1001,"left",15,150.15,"berlin"
"1593","forsa",2013-12-05,2013-12-05,2013-12-05,1001,"pirates",4,40.04,"berlin"
"1594","forsa",2013-12-05,2013-12-05,2013-12-05,1001,"afd",4,40.04,"berlin"
"1595","forsa",2013-12-05,2013-12-05,2013-12-05,1001,"others",6,60.06,"berlin"
"1596","forsa",2013-11-04,2013-11-04,2013-11-04,1002,"cdu",27,270.54,"berlin"
"1597","forsa",2013-11-04,2013-11-04,2013-11-04,1002,"spd",27,270.54,"berlin"
"1598","forsa",2013-11-04,2013-11-04,2013-11-04,1002,"greens",16,160.32,"berlin"
"1599","forsa",2013-11-04,2013-11-04,2013-11-04,1002,"left",16,160.32,"berlin"
"1600","forsa",2013-11-04,2013-11-04,2013-11-04,1002,"pirates",3,30.06,"berlin"
"1601","forsa",2013-11-04,2013-11-04,2013-11-04,1002,"afd",5,50.1,"berlin"
"1602","forsa",2013-11-04,2013-11-04,2013-11-04,1002,"others",6,60.12,"berlin"
"1603","forsa",2013-10-01,2013-10-01,2013-10-01,1003,"cdu",28,280.84,"berlin"
"1604","forsa",2013-10-01,2013-10-01,2013-10-01,1003,"spd",26,260.78,"berlin"
"1605","forsa",2013-10-01,2013-10-01,2013-10-01,1003,"greens",19,190.57,"berlin"
"1606","forsa",2013-10-01,2013-10-01,2013-10-01,1003,"left",14,140.42,"berlin"
"1607","forsa",2013-10-01,2013-10-01,2013-10-01,1003,"pirates",3,30.09,"berlin"
"1608","forsa",2013-10-01,2013-10-01,2013-10-01,1003,"afd",4,40.12,"berlin"
"1609","forsa",2013-10-01,2013-10-01,2013-10-01,1003,"others",6,60.18,"berlin"
"1610","infratestdimap",2013-09-11,2013-09-11,2013-09-11,1752,"cdu",26,455.52,"berlin"
"1611","infratestdimap",2013-09-11,2013-09-11,2013-09-11,1752,"spd",29,508.08,"berlin"
"1612","infratestdimap",2013-09-11,2013-09-11,2013-09-11,1752,"greens",18,315.36,"berlin"
"1613","infratestdimap",2013-09-11,2013-09-11,2013-09-11,1752,"fdp",2,35.04,"berlin"
"1614","infratestdimap",2013-09-11,2013-09-11,2013-09-11,1752,"left",14,245.28,"berlin"
"1615","infratestdimap",2013-09-11,2013-09-11,2013-09-11,1752,"pirates",5,87.6,"berlin"
"1616","infratestdimap",2013-09-11,2013-09-11,2013-09-11,1752,"afd",2,35.04,"berlin"
"1617","infratestdimap",2013-09-11,2013-09-11,2013-09-11,1752,"others",4,70.08,"berlin"
"1618","forsa",2013-08-30,2013-08-30,2013-08-30,1001,"cdu",27,270.27,"berlin"
"1619","forsa",2013-08-30,2013-08-30,2013-08-30,1001,"spd",25,250.25,"berlin"
"1620","forsa",2013-08-30,2013-08-30,2013-08-30,1001,"greens",21,210.21,"berlin"
"1621","forsa",2013-08-30,2013-08-30,2013-08-30,1001,"left",12,120.12,"berlin"
"1622","forsa",2013-08-30,2013-08-30,2013-08-30,1001,"pirates",5,50.05,"berlin"
"1623","forsa",2013-08-30,2013-08-30,2013-08-30,1001,"afd",4,40.04,"berlin"
"1624","forsa",2013-08-30,2013-08-30,2013-08-30,1001,"others",6,60.06,"berlin"
"1625","forsa",2013-07-31,2013-07-31,2013-07-31,1005,"cdu",28,281.4,"berlin"
"1626","forsa",2013-07-31,2013-07-31,2013-07-31,1005,"spd",26,261.3,"berlin"
"1627","forsa",2013-07-31,2013-07-31,2013-07-31,1005,"greens",22,221.1,"berlin"
"1628","forsa",2013-07-31,2013-07-31,2013-07-31,1005,"left",11,110.55,"berlin"
"1629","forsa",2013-07-31,2013-07-31,2013-07-31,1005,"pirates",3,30.15,"berlin"
"1630","forsa",2013-07-31,2013-07-31,2013-07-31,1005,"others",10,100.5,"berlin"
"1631","forsa",2013-07-01,2013-07-01,2013-07-01,1004,"cdu",26,261.04,"berlin"
"1632","forsa",2013-07-01,2013-07-01,2013-07-01,1004,"spd",27,271.08,"berlin"
"1633","forsa",2013-07-01,2013-07-01,2013-07-01,1004,"greens",22,220.88,"berlin"
"1634","forsa",2013-07-01,2013-07-01,2013-07-01,1004,"left",12,120.48,"berlin"
"1635","forsa",2013-07-01,2013-07-01,2013-07-01,1004,"pirates",4,40.16,"berlin"
"1636","forsa",2013-07-01,2013-07-01,2013-07-01,1004,"others",9,90.36,"berlin"
"1637","infratestdimap",2013-06-12,2013-06-12,2013-06-12,1000,"cdu",29,290,"berlin"
"1638","infratestdimap",2013-06-12,2013-06-12,2013-06-12,1000,"spd",26,260,"berlin"
"1639","infratestdimap",2013-06-12,2013-06-12,2013-06-12,1000,"greens",22,220,"berlin"
"1640","infratestdimap",2013-06-12,2013-06-12,2013-06-12,1000,"fdp",2,20,"berlin"
"1641","infratestdimap",2013-06-12,2013-06-12,2013-06-12,1000,"left",11,110,"berlin"
"1642","infratestdimap",2013-06-12,2013-06-12,2013-06-12,1000,"pirates",4,40,"berlin"
"1643","infratestdimap",2013-06-12,2013-06-12,2013-06-12,1000,"others",6,60,"berlin"
"1644","forsa",2013-06-01,2013-06-01,2013-06-01,1004,"cdu",26,261.04,"berlin"
"1645","forsa",2013-06-01,2013-06-01,2013-06-01,1004,"spd",26,261.04,"berlin"
"1646","forsa",2013-06-01,2013-06-01,2013-06-01,1004,"greens",21,210.84,"berlin"
"1647","forsa",2013-06-01,2013-06-01,2013-06-01,1004,"left",12,120.48,"berlin"
"1648","forsa",2013-06-01,2013-06-01,2013-06-01,1004,"pirates",4,40.16,"berlin"
"1649","forsa",2013-06-01,2013-06-01,2013-06-01,1004,"others",11,110.44,"berlin"
"1650","forsa",2013-04-30,2013-04-30,2013-04-30,1004,"cdu",28,281.12,"berlin"
"1651","forsa",2013-04-30,2013-04-30,2013-04-30,1004,"spd",24,240.96,"berlin"
"1652","forsa",2013-04-30,2013-04-30,2013-04-30,1004,"greens",21,210.84,"berlin"
"1653","forsa",2013-04-30,2013-04-30,2013-04-30,1004,"left",12,120.48,"berlin"
"1654","forsa",2013-04-30,2013-04-30,2013-04-30,1004,"pirates",5,50.2,"berlin"
"1655","forsa",2013-04-30,2013-04-30,2013-04-30,1004,"others",10,100.4,"berlin"
"1656","infratestdimap",2013-04-17,2013-04-17,2013-04-17,1001,"cdu",28,280.28,"berlin"
"1657","infratestdimap",2013-04-17,2013-04-17,2013-04-17,1001,"spd",24,240.24,"berlin"
"1658","infratestdimap",2013-04-17,2013-04-17,2013-04-17,1001,"greens",21,210.21,"berlin"
"1659","infratestdimap",2013-04-17,2013-04-17,2013-04-17,1001,"fdp",2,20.02,"berlin"
"1660","infratestdimap",2013-04-17,2013-04-17,2013-04-17,1001,"left",13,130.13,"berlin"
"1661","infratestdimap",2013-04-17,2013-04-17,2013-04-17,1001,"pirates",5,50.05,"berlin"
"1662","infratestdimap",2013-04-17,2013-04-17,2013-04-17,1001,"others",7,70.07,"berlin"
"1663","forsa",2013-03-25,2013-03-25,2013-03-25,1006,"cdu",27,271.62,"berlin"
"1664","forsa",2013-03-25,2013-03-25,2013-03-25,1006,"spd",25,251.5,"berlin"
"1665","forsa",2013-03-25,2013-03-25,2013-03-25,1006,"greens",24,241.44,"berlin"
"1666","forsa",2013-03-25,2013-03-25,2013-03-25,1006,"left",10,100.6,"berlin"
"1667","forsa",2013-03-25,2013-03-25,2013-03-25,1006,"pirates",5,50.3,"berlin"
"1668","forsa",2013-03-25,2013-03-25,2013-03-25,1006,"others",9,90.54,"berlin"
"1669","forsa",2013-03-04,2013-03-04,2013-03-04,1002,"cdu",29,290.58,"berlin"
"1670","forsa",2013-03-04,2013-03-04,2013-03-04,1002,"spd",24,240.48,"berlin"
"1671","forsa",2013-03-04,2013-03-04,2013-03-04,1002,"greens",24,240.48,"berlin"
"1672","forsa",2013-03-04,2013-03-04,2013-03-04,1002,"left",10,100.2,"berlin"
"1673","forsa",2013-03-04,2013-03-04,2013-03-04,1002,"pirates",6,60.12,"berlin"
"1674","forsa",2013-03-04,2013-03-04,2013-03-04,1002,"others",7,70.14,"berlin"
"1675","forsa",2013-02-03,2013-02-03,2013-02-03,1007,"cdu",26,261.82,"berlin"
"1676","forsa",2013-02-03,2013-02-03,2013-02-03,1007,"spd",25,251.75,"berlin"
"1677","forsa",2013-02-03,2013-02-03,2013-02-03,1007,"greens",25,251.75,"berlin"
"1678","forsa",2013-02-03,2013-02-03,2013-02-03,1007,"left",10,100.7,"berlin"
"1679","forsa",2013-02-03,2013-02-03,2013-02-03,1007,"pirates",7,70.49,"berlin"
"1680","forsa",2013-02-03,2013-02-03,2013-02-03,1007,"others",7,70.49,"berlin"
"1681","forsa",2012-12-28,2012-12-28,2012-12-28,1004,"cdu",27,271.08,"berlin"
"1682","forsa",2012-12-28,2012-12-28,2012-12-28,1004,"spd",24,240.96,"berlin"
"1683","forsa",2012-12-28,2012-12-28,2012-12-28,1004,"greens",22,220.88,"berlin"
"1684","forsa",2012-12-28,2012-12-28,2012-12-28,1004,"left",12,120.48,"berlin"
"1685","forsa",2012-12-28,2012-12-28,2012-12-28,1004,"pirates",6,60.24,"berlin"
"1686","forsa",2012-12-28,2012-12-28,2012-12-28,1004,"others",9,90.36,"berlin"
"1687","infratestdimap",2012-12-05,2012-12-05,2012-12-05,1000,"cdu",26,260,"berlin"
"1688","infratestdimap",2012-12-05,2012-12-05,2012-12-05,1000,"spd",25,250,"berlin"
"1689","infratestdimap",2012-12-05,2012-12-05,2012-12-05,1000,"greens",20,200,"berlin"
"1690","infratestdimap",2012-12-05,2012-12-05,2012-12-05,1000,"fdp",2,20,"berlin"
"1691","infratestdimap",2012-12-05,2012-12-05,2012-12-05,1000,"left",14,140,"berlin"
"1692","infratestdimap",2012-12-05,2012-12-05,2012-12-05,1000,"pirates",7,70,"berlin"
"1693","infratestdimap",2012-12-05,2012-12-05,2012-12-05,1000,"others",6,60,"berlin"
"1694","forsa",2012-11-30,2012-11-30,2012-11-30,1008,"cdu",26,262.08,"berlin"
"1695","forsa",2012-11-30,2012-11-30,2012-11-30,1008,"spd",26,262.08,"berlin"
"1696","forsa",2012-11-30,2012-11-30,2012-11-30,1008,"greens",22,221.76,"berlin"
"1697","forsa",2012-11-30,2012-11-30,2012-11-30,1008,"left",11,110.88,"berlin"
"1698","forsa",2012-11-30,2012-11-30,2012-11-30,1008,"pirates",7,70.56,"berlin"
"1699","forsa",2012-11-30,2012-11-30,2012-11-30,1008,"others",8,80.64,"berlin"
"1700","forsa",2012-10-29,2012-10-29,2012-10-29,1002,"cdu",27,270.54,"berlin"
"1701","forsa",2012-10-29,2012-10-29,2012-10-29,1002,"spd",26,260.52,"berlin"
"1702","forsa",2012-10-29,2012-10-29,2012-10-29,1002,"greens",19,190.38,"berlin"
"1703","forsa",2012-10-29,2012-10-29,2012-10-29,1002,"left",10,100.2,"berlin"
"1704","forsa",2012-10-29,2012-10-29,2012-10-29,1002,"pirates",10,100.2,"berlin"
"1705","forsa",2012-10-29,2012-10-29,2012-10-29,1002,"others",8,80.16,"berlin"
"1706","forsa",2012-09-30,2012-09-30,2012-09-30,1004,"cdu",26,261.04,"berlin"
"1707","forsa",2012-09-30,2012-09-30,2012-09-30,1004,"spd",26,261.04,"berlin"
"1708","forsa",2012-09-30,2012-09-30,2012-09-30,1004,"greens",19,190.76,"berlin"
"1709","forsa",2012-09-30,2012-09-30,2012-09-30,1004,"left",10,100.4,"berlin"
"1710","forsa",2012-09-30,2012-09-30,2012-09-30,1004,"pirates",10,100.4,"berlin"
"1711","forsa",2012-09-30,2012-09-30,2012-09-30,1004,"others",9,90.36,"berlin"
"1712","infratestdimap",2012-09-19,2012-09-19,2012-09-19,1000,"cdu",26,260,"berlin"
"1713","infratestdimap",2012-09-19,2012-09-19,2012-09-19,1000,"spd",27,270,"berlin"
"1714","infratestdimap",2012-09-19,2012-09-19,2012-09-19,1000,"greens",19,190,"berlin"
"1715","infratestdimap",2012-09-19,2012-09-19,2012-09-19,1000,"fdp",2,20,"berlin"
"1716","infratestdimap",2012-09-19,2012-09-19,2012-09-19,1000,"left",12,120,"berlin"
"1717","infratestdimap",2012-09-19,2012-09-19,2012-09-19,1000,"pirates",8,80,"berlin"
"1718","infratestdimap",2012-09-19,2012-09-19,2012-09-19,1000,"others",6,60,"berlin"
"1719","forsa",2012-08-27,2012-08-27,2012-08-27,1007,"cdu",24,241.68,"berlin"
"1720","forsa",2012-08-27,2012-08-27,2012-08-27,1007,"spd",24,241.68,"berlin"
"1721","forsa",2012-08-27,2012-08-27,2012-08-27,1007,"greens",20,201.4,"berlin"
"1722","forsa",2012-08-27,2012-08-27,2012-08-27,1007,"left",10,100.7,"berlin"
"1723","forsa",2012-08-27,2012-08-27,2012-08-27,1007,"pirates",14,140.98,"berlin"
"1724","forsa",2012-08-27,2012-08-27,2012-08-27,1007,"others",8,80.56,"berlin"
"1725","forsa",2012-07-27,2012-07-27,2012-07-27,1004,"cdu",26,261.04,"berlin"
"1726","forsa",2012-07-27,2012-07-27,2012-07-27,1004,"spd",25,251,"berlin"
"1727","forsa",2012-07-27,2012-07-27,2012-07-27,1004,"greens",18,180.72,"berlin"
"1728","forsa",2012-07-27,2012-07-27,2012-07-27,1004,"left",10,100.4,"berlin"
"1729","forsa",2012-07-27,2012-07-27,2012-07-27,1004,"pirates",13,130.52,"berlin"
"1730","forsa",2012-07-27,2012-07-27,2012-07-27,1004,"others",8,80.32,"berlin"
"1731","forsa",2012-07-02,2012-07-02,2012-07-02,1001,"cdu",24,240.24,"berlin"
"1732","forsa",2012-07-02,2012-07-02,2012-07-02,1001,"spd",26,260.26,"berlin"
"1733","forsa",2012-07-02,2012-07-02,2012-07-02,1001,"greens",18,180.18,"berlin"
"1734","forsa",2012-07-02,2012-07-02,2012-07-02,1001,"left",11,110.11,"berlin"
"1735","forsa",2012-07-02,2012-07-02,2012-07-02,1001,"pirates",12,120.12,"berlin"
"1736","forsa",2012-07-02,2012-07-02,2012-07-02,1001,"others",9,90.09,"berlin"
"1737","infratestdimap",2012-06-13,2012-06-13,2012-06-13,1000,"cdu",25,250,"berlin"
"1738","infratestdimap",2012-06-13,2012-06-13,2012-06-13,1000,"spd",31,310,"berlin"
"1739","infratestdimap",2012-06-13,2012-06-13,2012-06-13,1000,"greens",17,170,"berlin"
"1740","infratestdimap",2012-06-13,2012-06-13,2012-06-13,1000,"fdp",2,20,"berlin"
"1741","infratestdimap",2012-06-13,2012-06-13,2012-06-13,1000,"left",10,100,"berlin"
"1742","infratestdimap",2012-06-13,2012-06-13,2012-06-13,1000,"pirates",10,100,"berlin"
"1743","infratestdimap",2012-06-13,2012-06-13,2012-06-13,1000,"others",5,50,"berlin"
"1744","forsa",2012-05-28,2012-05-28,2012-05-28,1003,"cdu",22,220.66,"berlin"
"1745","forsa",2012-05-28,2012-05-28,2012-05-28,1003,"spd",27,270.81,"berlin"
"1746","forsa",2012-05-28,2012-05-28,2012-05-28,1003,"greens",18,180.54,"berlin"
"1747","forsa",2012-05-28,2012-05-28,2012-05-28,1003,"left",10,100.3,"berlin"
"1748","forsa",2012-05-28,2012-05-28,2012-05-28,1003,"pirates",15,150.45,"berlin"
"1749","forsa",2012-05-28,2012-05-28,2012-05-28,1003,"others",8,80.24,"berlin"
"1750","forsa",2012-05-03,2012-05-03,2012-05-03,1005,"cdu",23,231.15,"berlin"
"1751","forsa",2012-05-03,2012-05-03,2012-05-03,1005,"spd",28,281.4,"berlin"
"1752","forsa",2012-05-03,2012-05-03,2012-05-03,1005,"greens",16,160.8,"berlin"
"1753","forsa",2012-05-03,2012-05-03,2012-05-03,1005,"left",10,100.5,"berlin"
"1754","forsa",2012-05-03,2012-05-03,2012-05-03,1005,"pirates",15,150.75,"berlin"
"1755","forsa",2012-05-03,2012-05-03,2012-05-03,1005,"others",8,80.4,"berlin"
"1756","infratestdimap",2012-04-18,2012-04-18,2012-04-18,1000,"cdu",25,250,"berlin"
"1757","infratestdimap",2012-04-18,2012-04-18,2012-04-18,1000,"spd",29,290,"berlin"
"1758","infratestdimap",2012-04-18,2012-04-18,2012-04-18,1000,"greens",16,160,"berlin"
"1759","infratestdimap",2012-04-18,2012-04-18,2012-04-18,1000,"fdp",1,10,"berlin"
"1760","infratestdimap",2012-04-18,2012-04-18,2012-04-18,1000,"left",10,100,"berlin"
"1761","infratestdimap",2012-04-18,2012-04-18,2012-04-18,1000,"pirates",14,140,"berlin"
"1762","infratestdimap",2012-04-18,2012-04-18,2012-04-18,1000,"others",5,50,"berlin"
"1763","forsa",2012-04-02,2012-04-02,2012-04-02,1008,"cdu",24,241.92,"berlin"
"1764","forsa",2012-04-02,2012-04-02,2012-04-02,1008,"spd",29,292.32,"berlin"
"1765","forsa",2012-04-02,2012-04-02,2012-04-02,1008,"greens",15,151.2,"berlin"
"1766","forsa",2012-04-02,2012-04-02,2012-04-02,1008,"left",11,110.88,"berlin"
"1767","forsa",2012-04-02,2012-04-02,2012-04-02,1008,"pirates",13,131.04,"berlin"
"1768","forsa",2012-04-02,2012-04-02,2012-04-02,1008,"others",8,80.64,"berlin"
"1769","forsa",2012-02-28,2012-02-28,2012-02-28,1005,"cdu",23,231.15,"berlin"
"1770","forsa",2012-02-28,2012-02-28,2012-02-28,1005,"spd",29,291.45,"berlin"
"1771","forsa",2012-02-28,2012-02-28,2012-02-28,1005,"greens",15,150.75,"berlin"
"1772","forsa",2012-02-28,2012-02-28,2012-02-28,1005,"left",10,100.5,"berlin"
"1773","forsa",2012-02-28,2012-02-28,2012-02-28,1005,"pirates",13,130.65,"berlin"
"1774","forsa",2012-02-28,2012-02-28,2012-02-28,1005,"others",10,100.5,"berlin"
"1775","forsa",2012-01-30,2012-01-30,2012-01-30,1002,"cdu",22,220.44,"berlin"
"1776","forsa",2012-01-30,2012-01-30,2012-01-30,1002,"spd",29,290.58,"berlin"
"1777","forsa",2012-01-30,2012-01-30,2012-01-30,1002,"greens",16,160.32,"berlin"
"1778","forsa",2012-01-30,2012-01-30,2012-01-30,1002,"left",10,100.2,"berlin"
"1779","forsa",2012-01-30,2012-01-30,2012-01-30,1002,"pirates",14,140.28,"berlin"
"1780","forsa",2012-01-30,2012-01-30,2012-01-30,1002,"others",9,90.18,"berlin"
"1781","forsa",2011-12-30,2011-12-30,2011-12-30,1,"cdu",24,0.24,"berlin"
"1782","forsa",2011-12-30,2011-12-30,2011-12-30,1,"spd",28,0.28,"berlin"
"1783","forsa",2011-12-30,2011-12-30,2011-12-30,1,"greens",16,0.16,"berlin"
"1784","forsa",2011-12-30,2011-12-30,2011-12-30,1,"fdp",1,0.01,"berlin"
"1785","forsa",2011-12-30,2011-12-30,2011-12-30,1,"left",11,0.11,"berlin"
"1786","forsa",2011-12-30,2011-12-30,2011-12-30,1,"pirates",11,0.11,"berlin"
"1787","forsa",2011-12-30,2011-12-30,2011-12-30,1,"others",9,0.09,"berlin"
"1788","infratestdimap",2011-12-07,2011-12-07,2011-12-07,1000,"cdu",25,250,"berlin"
"1789","infratestdimap",2011-12-07,2011-12-07,2011-12-07,1000,"spd",32,320,"berlin"
"1790","infratestdimap",2011-12-07,2011-12-07,2011-12-07,1000,"greens",16,160,"berlin"
"1791","infratestdimap",2011-12-07,2011-12-07,2011-12-07,1000,"fdp",2,20,"berlin"
"1792","infratestdimap",2011-12-07,2011-12-07,2011-12-07,1000,"left",11,110,"berlin"
"1793","infratestdimap",2011-12-07,2011-12-07,2011-12-07,1000,"pirates",9,90,"berlin"
"1794","infratestdimap",2011-12-07,2011-12-07,2011-12-07,1000,"others",5,50,"berlin"
"1795","forsa",2011-11-28,2011-11-28,2011-11-28,1005,"cdu",24,241.2,"berlin"
"1796","forsa",2011-11-28,2011-11-28,2011-11-28,1005,"spd",31,311.55,"berlin"
"1797","forsa",2011-11-28,2011-11-28,2011-11-28,1005,"greens",14,140.7,"berlin"
"1798","forsa",2011-11-28,2011-11-28,2011-11-28,1005,"fdp",1,10.05,"berlin"
"1799","forsa",2011-11-28,2011-11-28,2011-11-28,1005,"left",11,110.55,"berlin"
"1800","forsa",2011-11-28,2011-11-28,2011-11-28,1005,"pirates",10,100.5,"berlin"
"1801","forsa",2011-11-28,2011-11-28,2011-11-28,1005,"others",9,90.45,"berlin"
"1802","forsa",2011-10-31,2011-10-31,2011-10-31,1004,"cdu",24,240.96,"berlin"
"1803","forsa",2011-10-31,2011-10-31,2011-10-31,1004,"spd",29,291.16,"berlin"
"1804","forsa",2011-10-31,2011-10-31,2011-10-31,1004,"greens",15,150.6,"berlin"
"1805","forsa",2011-10-31,2011-10-31,2011-10-31,1004,"fdp",2,20.08,"berlin"
"1806","forsa",2011-10-31,2011-10-31,2011-10-31,1004,"left",11,110.44,"berlin"
"1807","forsa",2011-10-31,2011-10-31,2011-10-31,1004,"pirates",11,110.44,"berlin"
"1808","forsa",2011-10-31,2011-10-31,2011-10-31,1004,"others",8,80.32,"berlin"
"1809","forsa",2011-10-05,2011-10-05,2011-10-05,1008,"cdu",24,241.92,"berlin"
"1810","forsa",2011-10-05,2011-10-05,2011-10-05,1008,"spd",29,292.32,"berlin"
"1811","forsa",2011-10-05,2011-10-05,2011-10-05,1008,"greens",15,151.2,"berlin"
"1812","forsa",2011-10-05,2011-10-05,2011-10-05,1008,"fdp",2,20.16,"berlin"
"1813","forsa",2011-10-05,2011-10-05,2011-10-05,1008,"left",11,110.88,"berlin"
"1814","forsa",2011-10-05,2011-10-05,2011-10-05,1008,"pirates",10,100.8,"berlin"
"1815","forsa",2011-10-05,2011-10-05,2011-10-05,1008,"others",9,90.72,"berlin"
"1816","insa",2022-07-13,2022-07-13,2022-07-13,1000,"cdu",26,260,"baden-wuerttemberg"
"1817","insa",2022-07-13,2022-07-13,2022-07-13,1000,"spd",14,140,"baden-wuerttemberg"
"1818","insa",2022-07-13,2022-07-13,2022-07-13,1000,"greens",29,290,"baden-wuerttemberg"
"1819","insa",2022-07-13,2022-07-13,2022-07-13,1000,"fdp",11,110,"baden-wuerttemberg"
"1820","insa",2022-07-13,2022-07-13,2022-07-13,1000,"left",3,30,"baden-wuerttemberg"
"1821","insa",2022-07-13,2022-07-13,2022-07-13,1000,"afd",10,100,"baden-wuerttemberg"
"1822","insa",2022-07-13,2022-07-13,2022-07-13,1000,"others",7,70,"baden-wuerttemberg"
"1823","infratestdimap",2022-04-21,2022-04-21,2022-04-21,1170,"cdu",26,304.2,"baden-wuerttemberg"
"1824","infratestdimap",2022-04-21,2022-04-21,2022-04-21,1170,"spd",15,175.5,"baden-wuerttemberg"
"1825","infratestdimap",2022-04-21,2022-04-21,2022-04-21,1170,"greens",28,327.6,"baden-wuerttemberg"
"1826","infratestdimap",2022-04-21,2022-04-21,2022-04-21,1170,"fdp",11,128.7,"baden-wuerttemberg"
"1827","infratestdimap",2022-04-21,2022-04-21,2022-04-21,1170,"left",3,35.1,"baden-wuerttemberg"
"1828","infratestdimap",2022-04-21,2022-04-21,2022-04-21,1170,"afd",9,105.3,"baden-wuerttemberg"
"1829","infratestdimap",2022-04-21,2022-04-21,2022-04-21,1170,"others",8,93.6,"baden-wuerttemberg"
"1830","insa",2022-04-06,2022-04-06,2022-04-06,1000,"cdu",23,230,"baden-wuerttemberg"
"1831","insa",2022-04-06,2022-04-06,2022-04-06,1000,"spd",19,190,"baden-wuerttemberg"
"1832","insa",2022-04-06,2022-04-06,2022-04-06,1000,"greens",25,250,"baden-wuerttemberg"
"1833","insa",2022-04-06,2022-04-06,2022-04-06,1000,"fdp",11,110,"baden-wuerttemberg"
"1834","insa",2022-04-06,2022-04-06,2022-04-06,1000,"left",3,30,"baden-wuerttemberg"
"1835","insa",2022-04-06,2022-04-06,2022-04-06,1000,"afd",10,100,"baden-wuerttemberg"
"1836","insa",2022-04-06,2022-04-06,2022-04-06,1000,"others",9,90,"baden-wuerttemberg"
"1837","infratestdimap",2022-03-10,2022-03-10,2022-03-10,1152,"cdu",24,276.48,"baden-wuerttemberg"
"1838","infratestdimap",2022-03-10,2022-03-10,2022-03-10,1152,"spd",18,207.36,"baden-wuerttemberg"
"1839","infratestdimap",2022-03-10,2022-03-10,2022-03-10,1152,"greens",27,311.04,"baden-wuerttemberg"
"1840","infratestdimap",2022-03-10,2022-03-10,2022-03-10,1152,"fdp",13,149.76,"baden-wuerttemberg"
"1841","infratestdimap",2022-03-10,2022-03-10,2022-03-10,1152,"left",3,34.56,"baden-wuerttemberg"
"1842","infratestdimap",2022-03-10,2022-03-10,2022-03-10,1152,"afd",9,103.68,"baden-wuerttemberg"
"1843","infratestdimap",2022-03-10,2022-03-10,2022-03-10,1152,"others",6,69.12,"baden-wuerttemberg"
"1844","infratestdimap",2022-01-20,2022-01-20,2022-01-20,1166,"cdu",23,268.18,"baden-wuerttemberg"
"1845","infratestdimap",2022-01-20,2022-01-20,2022-01-20,1166,"spd",16,186.56,"baden-wuerttemberg"
"1846","infratestdimap",2022-01-20,2022-01-20,2022-01-20,1166,"greens",26,303.16,"baden-wuerttemberg"
"1847","infratestdimap",2022-01-20,2022-01-20,2022-01-20,1166,"fdp",12,139.92,"baden-wuerttemberg"
"1848","infratestdimap",2022-01-20,2022-01-20,2022-01-20,1166,"left",4,46.64,"baden-wuerttemberg"
"1849","infratestdimap",2022-01-20,2022-01-20,2022-01-20,1166,"afd",11,128.26,"baden-wuerttemberg"
"1850","infratestdimap",2022-01-20,2022-01-20,2022-01-20,1166,"others",8,93.28,"baden-wuerttemberg"
"1851","infratestdimap",2021-10-14,2021-10-14,2021-10-14,1162,"cdu",17,197.54,"baden-wuerttemberg"
"1852","infratestdimap",2021-10-14,2021-10-14,2021-10-14,1162,"spd",20,232.4,"baden-wuerttemberg"
"1853","infratestdimap",2021-10-14,2021-10-14,2021-10-14,1162,"greens",27,313.74,"baden-wuerttemberg"
