"","pollster","date","start","end","respondents","party","percent","votes","state"
"10292","fgw",2021-11-26,2021-11-23,2021-11-25,1344,"cdu",19,255.36,"fed"
"10293","fgw",2021-11-26,2021-11-23,2021-11-25,1344,"spd",28,376.32,"fed"
"10294","fgw",2021-11-26,2021-11-23,2021-11-25,1344,"greens",17,228.48,"fed"
"10295","fgw",2021-11-26,2021-11-23,2021-11-25,1344,"fdp",13,174.72,"fed"
"10296","fgw",2021-11-26,2021-11-23,2021-11-25,1344,"left",5,67.2,"fed"
"10297","fgw",2021-11-26,2021-11-23,2021-11-25,1344,"afd",11,147.84,"fed"
"10298","fgw",2021-11-26,2021-11-23,2021-11-25,1344,"others",7,94.08,"fed"
"10299","fgw",2021-11-12,2021-11-09,2021-11-11,1257,"cdu",20,251.4,"fed"
"10300","fgw",2021-11-12,2021-11-09,2021-11-11,1257,"spd",28,351.96,"fed"
"10301","fgw",2021-11-12,2021-11-09,2021-11-11,1257,"greens",16,201.12,"fed"
"10302","fgw",2021-11-12,2021-11-09,2021-11-11,1257,"fdp",13,163.41,"fed"
"10303","fgw",2021-11-12,2021-11-09,2021-11-11,1257,"left",5,62.85,"fed"
"10304","fgw",2021-11-12,2021-11-09,2021-11-11,1257,"afd",11,138.27,"fed"
"10305","fgw",2021-11-12,2021-11-09,2021-11-11,1257,"others",7,87.99,"fed"
"10306","fgw",2021-10-29,2021-10-26,2021-10-28,1208,"cdu",20,241.6,"fed"
"10307","fgw",2021-10-29,2021-10-26,2021-10-28,1208,"spd",27,326.16,"fed"
"10308","fgw",2021-10-29,2021-10-26,2021-10-28,1208,"greens",16,193.28,"fed"
"10309","fgw",2021-10-29,2021-10-26,2021-10-28,1208,"fdp",14,169.12,"fed"
"10310","fgw",2021-10-29,2021-10-26,2021-10-28,1208,"left",5,60.4,"fed"
"10311","fgw",2021-10-29,2021-10-26,2021-10-28,1208,"afd",11,132.88,"fed"
"10312","fgw",2021-10-29,2021-10-26,2021-10-28,1208,"others",7,84.56,"fed"
"10313","fgw",2021-10-15,2021-10-12,2021-10-14,1329,"cdu",19,252.51,"fed"
"10314","fgw",2021-10-15,2021-10-12,2021-10-14,1329,"spd",28,372.12,"fed"
"10315","fgw",2021-10-15,2021-10-12,2021-10-14,1329,"greens",17,225.93,"fed"
"10316","fgw",2021-10-15,2021-10-12,2021-10-14,1329,"fdp",13,172.77,"fed"
"10317","fgw",2021-10-15,2021-10-12,2021-10-14,1329,"left",5,66.45,"fed"
"10318","fgw",2021-10-15,2021-10-12,2021-10-14,1329,"afd",11,146.19,"fed"
"10319","fgw",2021-10-15,2021-10-12,2021-10-14,1329,"others",7,93.03,"fed"
"10320","fgw",2021-10-01,2021-09-28,2021-09-30,1249,"cdu",20,249.8,"fed"
"10321","fgw",2021-10-01,2021-09-28,2021-09-30,1249,"spd",28,349.72,"fed"
"10322","fgw",2021-10-01,2021-09-28,2021-09-30,1249,"greens",16,199.84,"fed"
"10323","fgw",2021-10-01,2021-09-28,2021-09-30,1249,"fdp",13,162.37,"fed"
"10324","fgw",2021-10-01,2021-09-28,2021-09-30,1249,"left",5,62.45,"fed"
"10325","fgw",2021-10-01,2021-09-28,2021-09-30,1249,"afd",10,124.9,"fed"
"10326","fgw",2021-10-01,2021-09-28,2021-09-30,1249,"others",8,99.92,"fed"
"10327","fgw",2021-09-17,2021-09-14,2021-09-16,1406,"cdu",22,309.32,"fed"
"10328","fgw",2021-09-17,2021-09-14,2021-09-16,1406,"spd",25,351.5,"fed"
"10329","fgw",2021-09-17,2021-09-14,2021-09-16,1406,"greens",16,224.96,"fed"
"10330","fgw",2021-09-17,2021-09-14,2021-09-16,1406,"fdp",11,154.66,"fed"
"10331","fgw",2021-09-17,2021-09-14,2021-09-16,1406,"left",6,84.36,"fed"
"10332","fgw",2021-09-17,2021-09-14,2021-09-16,1406,"afd",11,154.66,"fed"
"10333","fgw",2021-09-17,2021-09-14,2021-09-16,1406,"others",9,126.54,"fed"
"10334","fgw",2021-09-10,2021-09-07,2021-09-09,1281,"cdu",22,281.82,"fed"
"10335","fgw",2021-09-10,2021-09-07,2021-09-09,1281,"spd",25,320.25,"fed"
"10336","fgw",2021-09-10,2021-09-07,2021-09-09,1281,"greens",17,217.77,"fed"
"10337","fgw",2021-09-10,2021-09-07,2021-09-09,1281,"fdp",11,140.91,"fed"
"10338","fgw",2021-09-10,2021-09-07,2021-09-09,1281,"left",6,76.86,"fed"
"10339","fgw",2021-09-10,2021-09-07,2021-09-09,1281,"afd",11,140.91,"fed"
"10340","fgw",2021-09-10,2021-09-07,2021-09-09,1281,"others",8,102.48,"fed"
"10341","fgw",2021-09-03,2021-08-31,2021-09-02,1301,"cdu",22,286.22,"fed"
"10342","fgw",2021-09-03,2021-08-31,2021-09-02,1301,"spd",25,325.25,"fed"
"10343","fgw",2021-09-03,2021-08-31,2021-09-02,1301,"greens",17,221.17,"fed"
"10344","fgw",2021-09-03,2021-08-31,2021-09-02,1301,"fdp",11,143.11,"fed"
"10345","fgw",2021-09-03,2021-08-31,2021-09-02,1301,"left",7,91.07,"fed"
"10346","fgw",2021-09-03,2021-08-31,2021-09-02,1301,"afd",11,143.11,"fed"
"10347","fgw",2021-09-03,2021-08-31,2021-09-02,1301,"others",7,91.07,"fed"
"10348","fgw",2021-08-27,2021-08-24,2021-08-26,1300,"cdu",22,286,"fed"
"10349","fgw",2021-08-27,2021-08-24,2021-08-26,1300,"spd",22,286,"fed"
"10350","fgw",2021-08-27,2021-08-24,2021-08-26,1300,"greens",20,260,"fed"
"10351","fgw",2021-08-27,2021-08-24,2021-08-26,1300,"fdp",10,130,"fed"
"10352","fgw",2021-08-27,2021-08-24,2021-08-26,1300,"left",6,78,"fed"
"10353","fgw",2021-08-27,2021-08-24,2021-08-26,1300,"afd",11,143,"fed"
"10354","fgw",2021-08-27,2021-08-24,2021-08-26,1300,"others",9,117,"fed"
"10355","fgw",2021-08-13,2021-08-10,2021-08-12,1252,"cdu",26,325.52,"fed"
"10356","fgw",2021-08-13,2021-08-10,2021-08-12,1252,"spd",19,237.88,"fed"
"10357","fgw",2021-08-13,2021-08-10,2021-08-12,1252,"greens",19,237.88,"fed"
"10358","fgw",2021-08-13,2021-08-10,2021-08-12,1252,"fdp",11,137.72,"fed"
"10359","fgw",2021-08-13,2021-08-10,2021-08-12,1252,"left",7,87.64,"fed"
"10360","fgw",2021-08-13,2021-08-10,2021-08-12,1252,"afd",11,137.72,"fed"
"10361","fgw",2021-08-13,2021-08-10,2021-08-12,1252,"others",7,87.64,"fed"
"10362","fgw",2021-07-30,2021-07-27,2021-07-29,1268,"cdu",28,355.04,"fed"
"10363","fgw",2021-07-30,2021-07-27,2021-07-29,1268,"spd",16,202.88,"fed"
"10364","fgw",2021-07-30,2021-07-27,2021-07-29,1268,"greens",21,266.28,"fed"
"10365","fgw",2021-07-30,2021-07-27,2021-07-29,1268,"fdp",10,126.8,"fed"
"10366","fgw",2021-07-30,2021-07-27,2021-07-29,1268,"left",7,88.76,"fed"
"10367","fgw",2021-07-30,2021-07-27,2021-07-29,1268,"afd",11,139.48,"fed"
"10368","fgw",2021-07-30,2021-07-27,2021-07-29,1268,"others",7,88.76,"fed"
"10369","fgw",2021-07-16,2021-07-13,2021-07-15,1224,"cdu",30,367.2,"fed"
"10370","fgw",2021-07-16,2021-07-13,2021-07-15,1224,"spd",15,183.6,"fed"
"10371","fgw",2021-07-16,2021-07-13,2021-07-15,1224,"greens",20,244.8,"fed"
"10372","fgw",2021-07-16,2021-07-13,2021-07-15,1224,"fdp",10,122.4,"fed"
"10373","fgw",2021-07-16,2021-07-13,2021-07-15,1224,"left",7,85.68,"fed"
"10374","fgw",2021-07-16,2021-07-13,2021-07-15,1224,"afd",10,122.4,"fed"
"10375","fgw",2021-07-16,2021-07-13,2021-07-15,1224,"others",8,97.92,"fed"
"10376","fgw",2021-06-25,2021-06-22,2021-06-24,1271,"cdu",29,368.59,"fed"
"10377","fgw",2021-06-25,2021-06-22,2021-06-24,1271,"spd",14,177.94,"fed"
"10378","fgw",2021-06-25,2021-06-22,2021-06-24,1271,"greens",22,279.62,"fed"
"10379","fgw",2021-06-25,2021-06-22,2021-06-24,1271,"fdp",10,127.1,"fed"
"10380","fgw",2021-06-25,2021-06-22,2021-06-24,1271,"left",7,88.97,"fed"
"10381","fgw",2021-06-25,2021-06-22,2021-06-24,1271,"afd",10,127.1,"fed"
"10382","fgw",2021-06-25,2021-06-22,2021-06-24,1271,"others",8,101.68,"fed"
"10383","fgw",2021-06-10,2021-06-07,2021-06-09,1232,"cdu",28,344.96,"fed"
"10384","fgw",2021-06-10,2021-06-07,2021-06-09,1232,"spd",15,184.8,"fed"
"10385","fgw",2021-06-10,2021-06-07,2021-06-09,1232,"greens",22,271.04,"fed"
"10386","fgw",2021-06-10,2021-06-07,2021-06-09,1232,"fdp",10,123.2,"fed"
"10387","fgw",2021-06-10,2021-06-07,2021-06-09,1232,"left",7,86.24,"fed"
"10388","fgw",2021-06-10,2021-06-07,2021-06-09,1232,"afd",11,135.52,"fed"
"10389","fgw",2021-06-10,2021-06-07,2021-06-09,1232,"others",7,86.24,"fed"
"10390","fgw",2021-05-21,2021-05-18,2021-05-20,1229,"cdu",24,294.96,"fed"
"10391","fgw",2021-05-21,2021-05-18,2021-05-20,1229,"spd",14,172.06,"fed"
"10392","fgw",2021-05-21,2021-05-18,2021-05-20,1229,"greens",25,307.25,"fed"
"10393","fgw",2021-05-21,2021-05-18,2021-05-20,1229,"fdp",11,135.19,"fed"
"10394","fgw",2021-05-21,2021-05-18,2021-05-20,1229,"left",7,86.03,"fed"
"10395","fgw",2021-05-21,2021-05-18,2021-05-20,1229,"afd",11,135.19,"fed"
"10396","fgw",2021-05-21,2021-05-18,2021-05-20,1229,"others",8,98.32,"fed"
"10397","fgw",2021-05-07,2021-05-04,2021-05-06,1271,"cdu",25,317.75,"fed"
"10398","fgw",2021-05-07,2021-05-04,2021-05-06,1271,"spd",14,177.94,"fed"
"10399","fgw",2021-05-07,2021-05-04,2021-05-06,1271,"greens",26,330.46,"fed"
"10400","fgw",2021-05-07,2021-05-04,2021-05-06,1271,"fdp",10,127.1,"fed"
"10401","fgw",2021-05-07,2021-05-04,2021-05-06,1271,"left",7,88.97,"fed"
"10402","fgw",2021-05-07,2021-05-04,2021-05-06,1271,"afd",11,139.81,"fed"
"10403","fgw",2021-05-07,2021-05-04,2021-05-06,1271,"others",7,88.97,"fed"
"10404","fgw",2021-04-16,2021-04-13,2021-04-15,1292,"cdu",31,400.52,"fed"
"10405","fgw",2021-04-16,2021-04-13,2021-04-15,1292,"spd",14,180.88,"fed"
"10406","fgw",2021-04-16,2021-04-13,2021-04-15,1292,"greens",21,271.32,"fed"
"10407","fgw",2021-04-16,2021-04-13,2021-04-15,1292,"fdp",9,116.28,"fed"
"10408","fgw",2021-04-16,2021-04-13,2021-04-15,1292,"left",7,90.44,"fed"
"10409","fgw",2021-04-16,2021-04-13,2021-04-15,1292,"afd",11,142.12,"fed"
"10410","fgw",2021-04-16,2021-04-13,2021-04-15,1292,"others",7,90.44,"fed"
"10411","fgw",2021-03-26,2021-03-23,2021-03-25,1030,"cdu",28,288.4,"fed"
"10412","fgw",2021-03-26,2021-03-23,2021-03-25,1030,"spd",15,154.5,"fed"
"10413","fgw",2021-03-26,2021-03-23,2021-03-25,1030,"greens",23,236.9,"fed"
"10414","fgw",2021-03-26,2021-03-23,2021-03-25,1030,"fdp",9,92.7,"fed"
"10415","fgw",2021-03-26,2021-03-23,2021-03-25,1030,"left",7,72.1,"fed"
"10416","fgw",2021-03-26,2021-03-23,2021-03-25,1030,"afd",12,123.6,"fed"
"10417","fgw",2021-03-26,2021-03-23,2021-03-25,1030,"others",6,61.8,"fed"
"10418","fgw",2021-02-26,2021-02-23,2021-02-25,1202,"cdu",35,420.7,"fed"
"10419","fgw",2021-02-26,2021-02-23,2021-02-25,1202,"spd",16,192.32,"fed"
"10420","fgw",2021-02-26,2021-02-23,2021-02-25,1202,"greens",19,228.38,"fed"
"10421","fgw",2021-02-26,2021-02-23,2021-02-25,1202,"fdp",7,84.14,"fed"
"10422","fgw",2021-02-26,2021-02-23,2021-02-25,1202,"left",7,84.14,"fed"
"10423","fgw",2021-02-26,2021-02-23,2021-02-25,1202,"afd",10,120.2,"fed"
"10424","fgw",2021-02-26,2021-02-23,2021-02-25,1202,"others",6,72.12,"fed"
"10425","fgw",2021-01-28,2021-01-25,2021-01-27,1371,"cdu",37,507.27,"fed"
"10426","fgw",2021-01-28,2021-01-25,2021-01-27,1371,"spd",15,205.65,"fed"
"10427","fgw",2021-01-28,2021-01-25,2021-01-27,1371,"greens",20,274.2,"fed"
"10428","fgw",2021-01-28,2021-01-25,2021-01-27,1371,"fdp",6,82.26,"fed"
"10429","fgw",2021-01-28,2021-01-25,2021-01-27,1371,"left",7,95.97,"fed"
"10430","fgw",2021-01-28,2021-01-25,2021-01-27,1371,"afd",9,123.39,"fed"
"10431","fgw",2021-01-28,2021-01-25,2021-01-27,1371,"others",6,82.26,"fed"
"10432","fgw",2021-01-15,2021-01-12,2021-01-14,1262,"cdu",37,466.94,"fed"
"10433","fgw",2021-01-15,2021-01-12,2021-01-14,1262,"spd",15,189.3,"fed"
"10434","fgw",2021-01-15,2021-01-12,2021-01-14,1262,"greens",20,252.4,"fed"
"10435","fgw",2021-01-15,2021-01-12,2021-01-14,1262,"fdp",5,63.1,"fed"
"10436","fgw",2021-01-15,2021-01-12,2021-01-14,1262,"left",8,100.96,"fed"
"10437","fgw",2021-01-15,2021-01-12,2021-01-14,1262,"afd",10,126.2,"fed"
"10438","fgw",2021-01-15,2021-01-12,2021-01-14,1262,"others",5,63.1,"fed"
"10439","fgw",2020-12-10,2020-12-07,2020-12-09,1246,"cdu",37,461.02,"fed"
"10440","fgw",2020-12-10,2020-12-07,2020-12-09,1246,"spd",16,199.36,"fed"
"10441","fgw",2020-12-10,2020-12-07,2020-12-09,1246,"greens",20,249.2,"fed"
"10442","fgw",2020-12-10,2020-12-07,2020-12-09,1246,"fdp",5,62.3,"fed"
"10443","fgw",2020-12-10,2020-12-07,2020-12-09,1246,"left",8,99.68,"fed"
"10444","fgw",2020-12-10,2020-12-07,2020-12-09,1246,"afd",10,124.6,"fed"
"10445","fgw",2020-12-10,2020-12-07,2020-12-09,1246,"others",4,49.84,"fed"
"10446","fgw",2020-11-27,2020-11-24,2020-11-26,1330,"cdu",37,492.1,"fed"
"10447","fgw",2020-11-27,2020-11-24,2020-11-26,1330,"spd",16,212.8,"fed"
"10448","fgw",2020-11-27,2020-11-24,2020-11-26,1330,"greens",21,279.3,"fed"
"10449","fgw",2020-11-27,2020-11-24,2020-11-26,1330,"fdp",5,66.5,"fed"
"10450","fgw",2020-11-27,2020-11-24,2020-11-26,1330,"left",7,93.1,"fed"
"10451","fgw",2020-11-27,2020-11-24,2020-11-26,1330,"afd",9,119.7,"fed"
"10452","fgw",2020-11-27,2020-11-24,2020-11-26,1330,"others",5,66.5,"fed"
"10453","fgw",2020-11-13,2020-11-10,2020-11-12,1347,"cdu",37,498.39,"fed"
"10454","fgw",2020-11-13,2020-11-10,2020-11-12,1347,"spd",16,215.52,"fed"
"10455","fgw",2020-11-13,2020-11-10,2020-11-12,1347,"greens",20,269.4,"fed"
"10456","fgw",2020-11-13,2020-11-10,2020-11-12,1347,"fdp",5,67.35,"fed"
"10457","fgw",2020-11-13,2020-11-10,2020-11-12,1347,"left",7,94.29,"fed"
"10458","fgw",2020-11-13,2020-11-10,2020-11-12,1347,"afd",9,121.23,"fed"
"10459","fgw",2020-11-13,2020-11-10,2020-11-12,1347,"others",6,80.82,"fed"
"10460","fgw",2020-10-23,2020-10-20,2020-10-22,1297,"cdu",38,492.86,"fed"
"10461","fgw",2020-10-23,2020-10-20,2020-10-22,1297,"spd",15,194.55,"fed"
"10462","fgw",2020-10-23,2020-10-20,2020-10-22,1297,"greens",20,259.4,"fed"
"10463","fgw",2020-10-23,2020-10-20,2020-10-22,1297,"fdp",5,64.85,"fed"
"10464","fgw",2020-10-23,2020-10-20,2020-10-22,1297,"left",8,103.76,"fed"
"10465","fgw",2020-10-23,2020-10-20,2020-10-22,1297,"afd",9,116.73,"fed"
"10466","fgw",2020-10-23,2020-10-20,2020-10-22,1297,"others",5,64.85,"fed"
"10467","fgw",2020-10-09,2020-10-06,2020-10-08,1229,"cdu",37,454.73,"fed"
"10468","fgw",2020-10-09,2020-10-06,2020-10-08,1229,"spd",16,196.64,"fed"
"10469","fgw",2020-10-09,2020-10-06,2020-10-08,1229,"greens",20,245.8,"fed"
"10470","fgw",2020-10-09,2020-10-06,2020-10-08,1229,"fdp",5,61.45,"fed"
"10471","fgw",2020-10-09,2020-10-06,2020-10-08,1229,"left",7,86.03,"fed"
"10472","fgw",2020-10-09,2020-10-06,2020-10-08,1229,"afd",10,122.9,"fed"
"10473","fgw",2020-10-09,2020-10-06,2020-10-08,1229,"others",5,61.45,"fed"
"10474","fgw",2020-09-17,2020-09-14,2020-09-16,1241,"cdu",37,459.17,"fed"
"10475","fgw",2020-09-17,2020-09-14,2020-09-16,1241,"spd",17,210.97,"fed"
"10476","fgw",2020-09-17,2020-09-14,2020-09-16,1241,"greens",19,235.79,"fed"
"10477","fgw",2020-09-17,2020-09-14,2020-09-16,1241,"fdp",5,62.05,"fed"
"10478","fgw",2020-09-17,2020-09-14,2020-09-16,1241,"left",7,86.87,"fed"
"10479","fgw",2020-09-17,2020-09-14,2020-09-16,1241,"afd",10,124.1,"fed"
"10480","fgw",2020-09-17,2020-09-14,2020-09-16,1241,"others",5,62.05,"fed"
"10481","fgw",2020-08-28,2020-08-25,2020-08-27,1303,"cdu",38,495.14,"fed"
"10482","fgw",2020-08-28,2020-08-25,2020-08-27,1303,"spd",16,208.48,"fed"
"10483","fgw",2020-08-28,2020-08-25,2020-08-27,1303,"greens",19,247.57,"fed"
"10484","fgw",2020-08-28,2020-08-25,2020-08-27,1303,"fdp",5,65.15,"fed"
"10485","fgw",2020-08-28,2020-08-25,2020-08-27,1303,"left",8,104.24,"fed"
"10486","fgw",2020-08-28,2020-08-25,2020-08-27,1303,"afd",9,117.27,"fed"
"10487","fgw",2020-08-28,2020-08-25,2020-08-27,1303,"others",5,65.15,"fed"
"10488","fgw",2020-07-31,2020-07-28,2020-07-30,1249,"cdu",38,474.62,"fed"
"10489","fgw",2020-07-31,2020-07-28,2020-07-30,1249,"spd",14,174.86,"fed"
"10490","fgw",2020-07-31,2020-07-28,2020-07-30,1249,"greens",21,262.29,"fed"
"10491","fgw",2020-07-31,2020-07-28,2020-07-30,1249,"fdp",5,62.45,"fed"
"10492","fgw",2020-07-31,2020-07-28,2020-07-30,1249,"left",8,99.92,"fed"
"10493","fgw",2020-07-31,2020-07-28,2020-07-30,1249,"afd",9,112.41,"fed"
"10494","fgw",2020-07-31,2020-07-28,2020-07-30,1249,"others",5,62.45,"fed"
"10495","fgw",2020-07-10,2020-07-07,2020-07-09,1226,"cdu",39,478.14,"fed"
"10496","fgw",2020-07-10,2020-07-07,2020-07-09,1226,"spd",15,183.9,"fed"
"10497","fgw",2020-07-10,2020-07-07,2020-07-09,1226,"greens",20,245.2,"fed"
"10498","fgw",2020-07-10,2020-07-07,2020-07-09,1226,"fdp",5,61.3,"fed"
"10499","fgw",2020-07-10,2020-07-07,2020-07-09,1226,"left",7,85.82,"fed"
"10500","fgw",2020-07-10,2020-07-07,2020-07-09,1226,"afd",9,110.34,"fed"
"10501","fgw",2020-07-10,2020-07-07,2020-07-09,1226,"others",5,61.3,"fed"
"10502","fgw",2020-06-26,2020-06-23,2020-06-25,1227,"cdu",40,490.8,"fed"
"10503","fgw",2020-06-26,2020-06-23,2020-06-25,1227,"spd",15,184.05,"fed"
"10504","fgw",2020-06-26,2020-06-23,2020-06-25,1227,"greens",19,233.13,"fed"
"10505","fgw",2020-06-26,2020-06-23,2020-06-25,1227,"fdp",5,61.35,"fed"
"10506","fgw",2020-06-26,2020-06-23,2020-06-25,1227,"left",7,85.89,"fed"
"10507","fgw",2020-06-26,2020-06-23,2020-06-25,1227,"afd",9,110.43,"fed"
"10508","fgw",2020-06-26,2020-06-23,2020-06-25,1227,"others",5,61.35,"fed"
"10509","fgw",2020-06-12,2020-06-08,2020-06-10,1270,"cdu",39,495.3,"fed"
"10510","fgw",2020-06-12,2020-06-08,2020-06-10,1270,"spd",15,190.5,"fed"
"10511","fgw",2020-06-12,2020-06-08,2020-06-10,1270,"greens",20,254,"fed"
"10512","fgw",2020-06-12,2020-06-08,2020-06-10,1270,"fdp",4,50.8,"fed"
"10513","fgw",2020-06-12,2020-06-08,2020-06-10,1270,"left",7,88.9,"fed"
"10514","fgw",2020-06-12,2020-06-08,2020-06-10,1270,"afd",9,114.3,"fed"
"10515","fgw",2020-06-12,2020-06-08,2020-06-10,1270,"others",6,76.2,"fed"
"10516","fgw",2020-05-29,2020-05-26,2020-05-28,1377,"cdu",39,537.03,"fed"
"10517","fgw",2020-05-29,2020-05-26,2020-05-28,1377,"spd",15,206.55,"fed"
"10518","fgw",2020-05-29,2020-05-26,2020-05-28,1377,"greens",19,261.63,"fed"
"10519","fgw",2020-05-29,2020-05-26,2020-05-28,1377,"fdp",4,55.08,"fed"
"10520","fgw",2020-05-29,2020-05-26,2020-05-28,1377,"left",8,110.16,"fed"
"10521","fgw",2020-05-29,2020-05-26,2020-05-28,1377,"afd",9,123.93,"fed"
"10522","fgw",2020-05-29,2020-05-26,2020-05-28,1377,"others",6,82.62,"fed"
"10523","fgw",2020-05-15,2020-05-12,2020-05-14,1282,"cdu",38,487.16,"fed"
"10524","fgw",2020-05-15,2020-05-12,2020-05-14,1282,"spd",15,192.3,"fed"
"10525","fgw",2020-05-15,2020-05-12,2020-05-14,1282,"greens",18,230.76,"fed"
"10526","fgw",2020-05-15,2020-05-12,2020-05-14,1282,"fdp",5,64.1,"fed"
"10527","fgw",2020-05-15,2020-05-12,2020-05-14,1282,"left",8,102.56,"fed"
"10528","fgw",2020-05-15,2020-05-12,2020-05-14,1282,"afd",10,128.2,"fed"
"10529","fgw",2020-05-15,2020-05-12,2020-05-14,1282,"others",6,76.92,"fed"
"10530","fgw",2020-04-24,2020-04-20,2020-04-23,1323,"cdu",39,515.97,"fed"
"10531","fgw",2020-04-24,2020-04-20,2020-04-23,1323,"spd",16,211.68,"fed"
"10532","fgw",2020-04-24,2020-04-20,2020-04-23,1323,"greens",18,238.14,"fed"
"10533","fgw",2020-04-24,2020-04-20,2020-04-23,1323,"fdp",5,66.15,"fed"
"10534","fgw",2020-04-24,2020-04-20,2020-04-23,1323,"left",7,92.61,"fed"
"10535","fgw",2020-04-24,2020-04-20,2020-04-23,1323,"afd",9,119.07,"fed"
"10536","fgw",2020-04-24,2020-04-20,2020-04-23,1323,"others",6,79.38,"fed"
"10537","fgw",2020-04-09,2020-04-06,2020-04-08,1175,"cdu",35,411.25,"fed"
"10538","fgw",2020-04-09,2020-04-06,2020-04-08,1175,"spd",17,199.75,"fed"
"10539","fgw",2020-04-09,2020-04-06,2020-04-08,1175,"greens",20,235,"fed"
"10540","fgw",2020-04-09,2020-04-06,2020-04-08,1175,"fdp",5,58.75,"fed"
"10541","fgw",2020-04-09,2020-04-06,2020-04-08,1175,"left",7,82.25,"fed"
"10542","fgw",2020-04-09,2020-04-06,2020-04-08,1175,"afd",10,117.5,"fed"
"10543","fgw",2020-04-09,2020-04-06,2020-04-08,1175,"others",6,70.5,"fed"
"10544","fgw",2020-03-27,2020-03-23,2020-03-26,1473,"cdu",33,486.09,"fed"
"10545","fgw",2020-03-27,2020-03-23,2020-03-26,1473,"spd",15,220.95,"fed"
"10546","fgw",2020-03-27,2020-03-23,2020-03-26,1473,"greens",22,324.06,"fed"
"10547","fgw",2020-03-27,2020-03-23,2020-03-26,1473,"fdp",6,88.38,"fed"
"10548","fgw",2020-03-27,2020-03-23,2020-03-26,1473,"left",8,117.84,"fed"
"10549","fgw",2020-03-27,2020-03-23,2020-03-26,1473,"afd",10,147.3,"fed"
"10550","fgw",2020-03-27,2020-03-23,2020-03-26,1473,"others",6,88.38,"fed"
"10551","fgw",2020-03-06,2020-03-03,2020-03-05,1276,"cdu",26,331.76,"fed"
"10552","fgw",2020-03-06,2020-03-03,2020-03-05,1276,"spd",16,204.16,"fed"
"10553","fgw",2020-03-06,2020-03-03,2020-03-05,1276,"greens",23,293.48,"fed"
"10554","fgw",2020-03-06,2020-03-03,2020-03-05,1276,"fdp",6,76.56,"fed"
"10555","fgw",2020-03-06,2020-03-03,2020-03-05,1276,"left",8,102.08,"fed"
"10556","fgw",2020-03-06,2020-03-03,2020-03-05,1276,"afd",14,178.64,"fed"
"10557","fgw",2020-03-06,2020-03-03,2020-03-05,1276,"others",7,89.32,"fed"
"10558","fgw",2020-02-07,2020-02-04,2020-02-06,1067,"cdu",27,288.09,"fed"
"10559","fgw",2020-02-07,2020-02-04,2020-02-06,1067,"spd",14,149.38,"fed"
"10560","fgw",2020-02-07,2020-02-04,2020-02-06,1067,"greens",22,234.74,"fed"
"10561","fgw",2020-02-07,2020-02-04,2020-02-06,1067,"fdp",6,64.02,"fed"
"10562","fgw",2020-02-07,2020-02-04,2020-02-06,1067,"left",10,106.7,"fed"
"10563","fgw",2020-02-07,2020-02-04,2020-02-06,1067,"afd",14,149.38,"fed"
"10564","fgw",2020-02-07,2020-02-04,2020-02-06,1067,"others",7,74.69,"fed"
"10565","fgw",2020-01-16,2020-01-13,2020-01-15,1282,"cdu",27,346.14,"fed"
"10566","fgw",2020-01-16,2020-01-13,2020-01-15,1282,"spd",14,179.48,"fed"
"10567","fgw",2020-01-16,2020-01-13,2020-01-15,1282,"greens",23,294.86,"fed"
"10568","fgw",2020-01-16,2020-01-13,2020-01-15,1282,"fdp",7,89.74,"fed"
"10569","fgw",2020-01-16,2020-01-13,2020-01-15,1282,"left",9,115.38,"fed"
"10570","fgw",2020-01-16,2020-01-13,2020-01-15,1282,"afd",14,179.48,"fed"
"10571","fgw",2020-01-16,2020-01-13,2020-01-15,1282,"others",6,76.92,"fed"
"10572","fgw",2019-12-13,2019-12-10,2019-12-12,1366,"cdu",27,368.82,"fed"
"10573","fgw",2019-12-13,2019-12-10,2019-12-12,1366,"spd",13,177.58,"fed"
"10574","fgw",2019-12-13,2019-12-10,2019-12-12,1366,"greens",23,314.18,"fed"
"10575","fgw",2019-12-13,2019-12-10,2019-12-12,1366,"fdp",8,109.28,"fed"
"10576","fgw",2019-12-13,2019-12-10,2019-12-12,1366,"left",9,122.94,"fed"
"10577","fgw",2019-12-13,2019-12-10,2019-12-12,1366,"afd",14,191.24,"fed"
"10578","fgw",2019-12-13,2019-12-10,2019-12-12,1366,"others",6,81.96,"fed"
"10579","fgw",2019-11-29,2019-11-26,2019-11-28,1340,"cdu",27,361.8,"fed"
"10580","fgw",2019-11-29,2019-11-26,2019-11-28,1340,"spd",13,174.2,"fed"
"10581","fgw",2019-11-29,2019-11-26,2019-11-28,1340,"greens",23,308.2,"fed"
"10582","fgw",2019-11-29,2019-11-26,2019-11-28,1340,"fdp",7,93.8,"fed"
"10583","fgw",2019-11-29,2019-11-26,2019-11-28,1340,"left",10,134,"fed"
"10584","fgw",2019-11-29,2019-11-26,2019-11-28,1340,"afd",14,187.6,"fed"
"10585","fgw",2019-11-29,2019-11-26,2019-11-28,1340,"others",6,80.4,"fed"
"10586","fgw",2019-11-08,2019-11-05,2019-11-07,1264,"cdu",27,341.28,"fed"
"10587","fgw",2019-11-08,2019-11-05,2019-11-07,1264,"spd",14,176.96,"fed"
"10588","fgw",2019-11-08,2019-11-05,2019-11-07,1264,"greens",22,278.08,"fed"
